Country,Sector,Gas,year,cons
Sweden,Waste,CH4,2014,1.11
Sweden,Waste,N2O,2014,0.21
Sweden,Agriculture,All GHG,2013,7.25
Sweden,Agriculture,CH4,2013,3.48
Sweden,Agriculture,N2O,2013,3.77
Sweden,Building,All GHG,2013,2.24
Sweden,Building,CO2,2013,1.87
Sweden,Building,CH4,2013,0.32
Sweden,Building,N2O,2013,0.05
Sweden,Bunker Fuels,All GHG,2013,7.54
Sweden,Bunker Fuels,CO2,2013,7.47
Sweden,Bunker Fuels,CH4,2013,0.01
Sweden,Bunker Fuels,N2O,2013,0.06
Sweden,Electricity/Heat,All GHG,2013,10.03
Sweden,Electricity/Heat,CO2,2013,9.58
Sweden,Electricity/Heat,CH4,2013,0.17
Sweden,Electricity/Heat,N2O,2013,0.28
Sweden,Energy,All GHG,2013,41.01
Sweden,Energy,CO2,2013,39.13
Sweden,Energy,CH4,2013,0.83
Sweden,Energy,N2O,2013,1.04
Sweden,Fugitive Emissions,All GHG,2013,0.05
Sweden,Fugitive Emissions,CH4,2013,0.05
Sweden,Fugitive Emissions,N2O,2013,0.01
Sweden,Industrial Processes,All GHG,2013,2.57
Sweden,Industrial Processes,CO2,2013,1.4
Sweden,Industrial Processes,CH4,2013,0.0
Sweden,Industrial Processes,N2O,2013,0.12
Sweden,Industrial Processes,F-Gas,2013,1.05
Sweden,Land-Use Change and Forestry,All GHG,2013,-22.24
Sweden,Land-Use Change and Forestry,CO2,2013,-22.24
Sweden,Land-Use Change and Forestry,CH4,2013,0.0
Sweden,Land-Use Change and Forestry,N2O,2013,0.0
Sweden,Manufacturing/Construction,All GHG,2013,7.79
Sweden,Manufacturing/Construction,CO2,2013,7.42
Sweden,Manufacturing/Construction,CH4,2013,0.14
Sweden,Manufacturing/Construction,N2O,2013,0.23
Sweden,Other Fuel Combustion,All GHG,2013,1.46
Sweden,Other Fuel Combustion,CO2,2013,1.41
Sweden,Other Fuel Combustion,CH4,2013,0.04
Sweden,Other Fuel Combustion,N2O,2013,0.01
Sweden,Total excluding LUCF,All GHG,2013,52.26
Sweden,Total excluding LUCF,CO2,2013,40.54
Sweden,Total excluding LUCF,CH4,2013,5.53
Sweden,Total excluding LUCF,N2O,2013,5.14
Sweden,Total excluding LUCF,F-Gas,2013,1.05
Sweden,Total including LUCF,All GHG,2013,30.02
Sweden,Total including LUCF,CO2,2013,18.29
Sweden,Total including LUCF,CH4,2013,5.53
Sweden,Total including LUCF,N2O,2013,5.14
Sweden,Total including LUCF,F-Gas,2013,1.05
Sweden,Transportation,All GHG,2013,19.43
Sweden,Transportation,CO2,2013,18.85
Sweden,Transportation,CH4,2013,0.12
Sweden,Transportation,N2O,2013,0.47
Sweden,Waste,All GHG,2013,1.43
Sweden,Waste,CH4,2013,1.22
Sweden,Waste,N2O,2013,0.21
Sweden,Agriculture,All GHG,2012,7.2
Sweden,Agriculture,CH4,2012,3.5
Sweden,Agriculture,N2O,2012,3.7
Sweden,Building,All GHG,2012,2.51
Sweden,Building,CO2,2012,2.04
Sweden,Building,CH4,2012,0.4
Sweden,Building,N2O,2012,0.07
Sweden,Bunker Fuels,All GHG,2012,7.57
Sweden,Bunker Fuels,CO2,2012,7.5
Sweden,Bunker Fuels,CH4,2012,0.01
Sweden,Bunker Fuels,N2O,2012,0.06
Sweden,Electricity/Heat,All GHG,2012,10.4
Sweden,Electricity/Heat,CO2,2012,9.95
Sweden,Electricity/Heat,CH4,2012,0.17
Sweden,Electricity/Heat,N2O,2012,0.28
Sweden,Energy,All GHG,2012,42.6
Sweden,Energy,CO2,2012,40.66
Sweden,Energy,CH4,2012,0.9
Sweden,Energy,N2O,2012,1.04
Sweden,Fugitive Emissions,All GHG,2012,0.06
Sweden,Fugitive Emissions,CH4,2012,0.05
Sweden,Fugitive Emissions,N2O,2012,0.01
Sweden,Industrial Processes,All GHG,2012,2.73
Sweden,Industrial Processes,CO2,2012,1.48
Sweden,Industrial Processes,CH4,2012,0.0
Sweden,Industrial Processes,N2O,2012,0.16
Sweden,Industrial Processes,F-Gas,2012,1.1
Sweden,Land-Use Change and Forestry,All GHG,2012,-22.25
Sweden,Land-Use Change and Forestry,CO2,2012,-22.25
Sweden,Land-Use Change and Forestry,CH4,2012,0.0
Sweden,Land-Use Change and Forestry,N2O,2012,0.0
Sweden,Manufacturing/Construction,All GHG,2012,8.25
Sweden,Manufacturing/Construction,CO2,2012,7.9
Sweden,Manufacturing/Construction,CH4,2012,0.14
Sweden,Manufacturing/Construction,N2O,2012,0.22
Sweden,Other Fuel Combustion,All GHG,2012,1.46
Sweden,Other Fuel Combustion,CO2,2012,1.42
Sweden,Other Fuel Combustion,CH4,2012,0.03
Sweden,Other Fuel Combustion,N2O,2012,0.01
Sweden,Total excluding LUCF,All GHG,2012,54.05
Sweden,Total excluding LUCF,CO2,2012,42.14
Sweden,Total excluding LUCF,CH4,2012,5.7
Sweden,Total excluding LUCF,N2O,2012,5.11
Sweden,Total excluding LUCF,F-Gas,2012,1.1
Sweden,Total including LUCF,All GHG,2012,31.8
Sweden,Total including LUCF,CO2,2012,19.89
Sweden,Total including LUCF,CH4,2012,5.7
Sweden,Total including LUCF,N2O,2012,5.11
Sweden,Total including LUCF,F-Gas,2012,1.1
Sweden,Transportation,All GHG,2012,19.93
Sweden,Transportation,CO2,2012,19.35
Sweden,Transportation,CH4,2012,0.12
Sweden,Transportation,N2O,2012,0.46
Sweden,Waste,All GHG,2012,1.51
Sweden,Waste,CH4,2012,1.3
Sweden,Waste,N2O,2012,0.21
Sweden,Agriculture,All GHG,2011,7.37
Sweden,Agriculture,CH4,2011,3.54
Sweden,Agriculture,N2O,2011,3.83
Sweden,Building,All GHG,2011,2.66
Sweden,Building,CO2,2011,2.21
Sweden,Building,CH4,2011,0.39
Sweden,Building,N2O,2011,0.06
Sweden,Bunker Fuels,All GHG,2011,7.78
Sweden,Bunker Fuels,CO2,2011,7.71
Sweden,Bunker Fuels,CH4,2011,0.01
Sweden,Bunker Fuels,N2O,2011,0.06
Sweden,Electricity/Heat,All GHG,2011,10.98
Sweden,Electricity/Heat,CO2,2011,10.59
Sweden,Electricity/Heat,CH4,2011,0.14
Sweden,Electricity/Heat,N2O,2011,0.24
Sweden,Energy,All GHG,2011,45.11
Sweden,Energy,CO2,2011,43.22
Sweden,Energy,CH4,2011,0.88
Sweden,Energy,N2O,2011,1.01
Sweden,Fugitive Emissions,All GHG,2011,0.06
Sweden,Fugitive Emissions,CH4,2011,0.06
Sweden,Fugitive Emissions,N2O,2011,0.01
Sweden,Industrial Processes,All GHG,2011,2.75
Sweden,Industrial Processes,CO2,2011,1.36
Sweden,Industrial Processes,CH4,2011,0.0
Sweden,Industrial Processes,N2O,2011,0.13
Sweden,Industrial Processes,F-Gas,2011,1.25
Sweden,Land-Use Change and Forestry,All GHG,2011,-22.28
Sweden,Land-Use Change and Forestry,CO2,2011,-22.28
Sweden,Land-Use Change and Forestry,CH4,2011,0.0
Sweden,Land-Use Change and Forestry,N2O,2011,0.0
Sweden,Manufacturing/Construction,All GHG,2011,8.98
Sweden,Manufacturing/Construction,CO2,2011,8.61
Sweden,Manufacturing/Construction,CH4,2011,0.14
Sweden,Manufacturing/Construction,N2O,2011,0.22
Sweden,Other Fuel Combustion,All GHG,2011,1.46
Sweden,Other Fuel Combustion,CO2,2011,1.43
Sweden,Other Fuel Combustion,CH4,2011,0.03
Sweden,Other Fuel Combustion,N2O,2011,0.01
Sweden,Total excluding LUCF,All GHG,2011,56.86
Sweden,Total excluding LUCF,CO2,2011,44.58
Sweden,Total excluding LUCF,CH4,2011,5.84
Sweden,Total excluding LUCF,N2O,2011,5.19
Sweden,Total excluding LUCF,F-Gas,2011,1.25
Sweden,Total including LUCF,All GHG,2011,34.58
Sweden,Total including LUCF,CO2,2011,22.3
Sweden,Total including LUCF,CH4,2011,5.84
Sweden,Total including LUCF,N2O,2011,5.19
Sweden,Total including LUCF,F-Gas,2011,1.25
Sweden,Transportation,All GHG,2011,20.97
Sweden,Transportation,CO2,2011,20.37
Sweden,Transportation,CH4,2011,0.12
Sweden,Transportation,N2O,2011,0.47
Sweden,Waste,All GHG,2011,1.63
Sweden,Waste,CH4,2011,1.42
Sweden,Waste,N2O,2011,0.21
Sweden,Agriculture,All GHG,2010,7.32
Sweden,Agriculture,CH4,2010,3.57
Sweden,Agriculture,N2O,2010,3.75
Sweden,Building,All GHG,2010,2.74
Sweden,Building,CO2,2010,2.49
Sweden,Building,CH4,2010,0.22
Sweden,Building,N2O,2010,0.04
Sweden,Bunker Fuels,All GHG,2010,8.4
Sweden,Bunker Fuels,CO2,2010,8.32
Sweden,Bunker Fuels,CH4,2010,0.01
Sweden,Bunker Fuels,N2O,2010,0.07
Sweden,Electricity/Heat,All GHG,2010,13.67
Sweden,Electricity/Heat,CO2,2010,13.2
Sweden,Electricity/Heat,CH4,2010,0.18
Sweden,Electricity/Heat,N2O,2010,0.3
Sweden,Energy,All GHG,2010,48.62
Sweden,Energy,CO2,2010,46.81
Sweden,Energy,CH4,2010,0.76
Sweden,Energy,N2O,2010,1.05
Sweden,Fugitive Emissions,All GHG,2010,0.08
Sweden,Fugitive Emissions,CH4,2010,0.07
Sweden,Fugitive Emissions,N2O,2010,0.01
Sweden,Industrial Processes,All GHG,2010,3.01
Sweden,Industrial Processes,CO2,2010,1.32
Sweden,Industrial Processes,CH4,2010,0.0
Sweden,Industrial Processes,N2O,2010,0.42
Sweden,Industrial Processes,F-Gas,2010,1.27
Sweden,Land-Use Change and Forestry,All GHG,2010,-10.98
Sweden,Land-Use Change and Forestry,CO2,2010,-10.98
Sweden,Land-Use Change and Forestry,CH4,2010,0.0
Sweden,Land-Use Change and Forestry,N2O,2010,0.0
Sweden,Manufacturing/Construction,All GHG,2010,9.32
Sweden,Manufacturing/Construction,CO2,2010,8.94
Sweden,Manufacturing/Construction,CH4,2010,0.14
Sweden,Manufacturing/Construction,N2O,2010,0.23
Sweden,Other Fuel Combustion,All GHG,2010,1.55
Sweden,Other Fuel Combustion,CO2,2010,1.52
Sweden,Other Fuel Combustion,CH4,2010,0.03
Sweden,Other Fuel Combustion,N2O,2010,0.01
Sweden,Total excluding LUCF,All GHG,2010,60.7
Sweden,Total excluding LUCF,CO2,2010,48.13
Sweden,Total excluding LUCF,CH4,2010,5.87
Sweden,Total excluding LUCF,N2O,2010,5.43
Sweden,Total excluding LUCF,F-Gas,2010,1.27
Sweden,Total including LUCF,All GHG,2010,49.72
Sweden,Total including LUCF,CO2,2010,37.15
Sweden,Total including LUCF,CH4,2010,5.87
Sweden,Total including LUCF,N2O,2010,5.43
Sweden,Total including LUCF,F-Gas,2010,1.27
Sweden,Transportation,All GHG,2010,21.26
Sweden,Transportation,CO2,2010,20.67
Sweden,Transportation,CH4,2010,0.13
Sweden,Transportation,N2O,2010,0.47
Sweden,Waste,All GHG,2010,1.75
Sweden,Waste,CH4,2010,1.54
Sweden,Waste,N2O,2010,0.21
Sweden,Agriculture,All GHG,2009,7.2
Sweden,Agriculture,CH4,2009,3.58
Sweden,Agriculture,N2O,2009,3.62
Sweden,Building,All GHG,2009,2.61
Sweden,Building,CO2,2009,2.36
Sweden,Building,CH4,2009,0.22
Sweden,Building,N2O,2009,0.04
Sweden,Bunker Fuels,All GHG,2009,8.99
Sweden,Bunker Fuels,CO2,2009,8.9
Sweden,Bunker Fuels,CH4,2009,0.02
Sweden,Bunker Fuels,N2O,2009,0.07
Sweden,Electricity/Heat,All GHG,2009,11.02
Sweden,Electricity/Heat,CO2,2009,10.62
Sweden,Electricity/Heat,CH4,2009,0.15
Sweden,Electricity/Heat,N2O,2009,0.25
Sweden,Energy,All GHG,2009,43.31
Sweden,Energy,CO2,2009,41.62
Sweden,Energy,CH4,2009,0.71
Sweden,Energy,N2O,2009,0.98
Sweden,Fugitive Emissions,All GHG,2009,0.06
Sweden,Fugitive Emissions,CH4,2009,0.05
Sweden,Fugitive Emissions,N2O,2009,0.01
Sweden,Industrial Processes,All GHG,2009,2.81
Sweden,Industrial Processes,CO2,2009,1.26
Sweden,Industrial Processes,CH4,2009,0.0
Sweden,Industrial Processes,N2O,2009,0.4
Sweden,Industrial Processes,F-Gas,2009,1.15
Sweden,Land-Use Change and Forestry,All GHG,2009,-11.12
Sweden,Land-Use Change and Forestry,CO2,2009,-11.12
Sweden,Land-Use Change and Forestry,CH4,2009,0.0
Sweden,Land-Use Change and Forestry,N2O,2009,0.0
Sweden,Manufacturing/Construction,All GHG,2009,7.24
Sweden,Manufacturing/Construction,CO2,2009,6.89
Sweden,Manufacturing/Construction,CH4,2009,0.13
Sweden,Manufacturing/Construction,N2O,2009,0.22
Sweden,Other Fuel Combustion,All GHG,2009,1.49
Sweden,Other Fuel Combustion,CO2,2009,1.46
Sweden,Other Fuel Combustion,CH4,2009,0.02
Sweden,Other Fuel Combustion,N2O,2009,0.01
Sweden,Total excluding LUCF,All GHG,2009,55.18
Sweden,Total excluding LUCF,CO2,2009,42.88
Sweden,Total excluding LUCF,CH4,2009,5.94
Sweden,Total excluding LUCF,N2O,2009,5.21
Sweden,Total excluding LUCF,F-Gas,2009,1.15
Sweden,Total including LUCF,All GHG,2009,44.06
Sweden,Total including LUCF,CO2,2009,31.76
Sweden,Total including LUCF,CH4,2009,5.94
Sweden,Total including LUCF,N2O,2009,5.21
Sweden,Total including LUCF,F-Gas,2009,1.15
Sweden,Transportation,All GHG,2009,20.89
Sweden,Transportation,CO2,2009,20.29
Sweden,Transportation,CH4,2009,0.13
Sweden,Transportation,N2O,2009,0.46
Sweden,Waste,All GHG,2009,1.86
Sweden,Waste,CH4,2009,1.65
Sweden,Waste,N2O,2009,0.21
Sweden,Agriculture,All GHG,2008,7.52
Sweden,Agriculture,CH4,2008,3.64
Sweden,Agriculture,N2O,2008,3.88
Sweden,Building,All GHG,2008,2.9
Sweden,Building,CO2,2008,2.64
Sweden,Building,CH4,2008,0.22
Sweden,Building,N2O,2008,0.04
Sweden,Bunker Fuels,All GHG,2008,8.93
Sweden,Bunker Fuels,CO2,2008,8.84
Sweden,Bunker Fuels,CH4,2008,0.02
Sweden,Bunker Fuels,N2O,2008,0.07
Sweden,Electricity/Heat,All GHG,2008,10.78
Sweden,Electricity/Heat,CO2,2008,10.39
Sweden,Electricity/Heat,CH4,2008,0.15
Sweden,Electricity/Heat,N2O,2008,0.24
Sweden,Energy,All GHG,2008,46.43
Sweden,Energy,CO2,2008,44.75
Sweden,Energy,CH4,2008,0.7
Sweden,Energy,N2O,2008,0.98
Sweden,Fugitive Emissions,All GHG,2008,0.05
Sweden,Fugitive Emissions,CH4,2008,0.05
Sweden,Fugitive Emissions,N2O,2008,0.01
Sweden,Industrial Processes,All GHG,2008,3.22
Sweden,Industrial Processes,CO2,2008,1.4
Sweden,Industrial Processes,CH4,2008,0.0
Sweden,Industrial Processes,N2O,2008,0.38
Sweden,Industrial Processes,F-Gas,2008,1.45
Sweden,Land-Use Change and Forestry,All GHG,2008,-11.21
Sweden,Land-Use Change and Forestry,CO2,2008,-11.21
Sweden,Land-Use Change and Forestry,CH4,2008,0.0
Sweden,Land-Use Change and Forestry,N2O,2008,0.0
Sweden,Manufacturing/Construction,All GHG,2008,9.72
Sweden,Manufacturing/Construction,CO2,2008,9.37
Sweden,Manufacturing/Construction,CH4,2008,0.13
Sweden,Manufacturing/Construction,N2O,2008,0.21
Sweden,Other Fuel Combustion,All GHG,2008,1.57
Sweden,Other Fuel Combustion,CO2,2008,1.53
Sweden,Other Fuel Combustion,CH4,2008,0.03
Sweden,Other Fuel Combustion,N2O,2008,0.01
Sweden,Total excluding LUCF,All GHG,2008,59.15
Sweden,Total excluding LUCF,CO2,2008,46.15
Sweden,Total excluding LUCF,CH4,2008,6.1
Sweden,Total excluding LUCF,N2O,2008,5.45
Sweden,Total excluding LUCF,F-Gas,2008,1.45
Sweden,Total including LUCF,All GHG,2008,47.94
Sweden,Total including LUCF,CO2,2008,34.94
Sweden,Total including LUCF,CH4,2008,6.1
Sweden,Total including LUCF,N2O,2008,5.45
Sweden,Total including LUCF,F-Gas,2008,1.45
Sweden,Transportation,All GHG,2008,21.42
Sweden,Transportation,CO2,2008,20.81
Sweden,Transportation,CH4,2008,0.13
Sweden,Transportation,N2O,2008,0.47
Sweden,Waste,All GHG,2008,1.96
Sweden,Waste,CH4,2008,1.75
Sweden,Waste,N2O,2008,0.21
Sweden,Agriculture,All GHG,2007,7.39
Sweden,Agriculture,CH4,2007,3.65
Sweden,Agriculture,N2O,2007,3.74
Sweden,Building,All GHG,2007,3.26
Sweden,Building,CO2,2007,3.01
Sweden,Building,CH4,2007,0.21
Sweden,Building,N2O,2007,0.04
Sweden,Bunker Fuels,All GHG,2007,8.65
Sweden,Bunker Fuels,CO2,2007,8.56
Sweden,Bunker Fuels,CH4,2007,0.02
Sweden,Bunker Fuels,N2O,2007,0.07
Sweden,Electricity/Heat,All GHG,2007,10.4
Sweden,Electricity/Heat,CO2,2007,10.02
Sweden,Electricity/Heat,CH4,2007,0.14
Sweden,Electricity/Heat,N2O,2007,0.23
Sweden,Energy,All GHG,2007,47.48
Sweden,Energy,CO2,2007,45.8
Sweden,Energy,CH4,2007,0.7
Sweden,Energy,N2O,2007,0.98
Sweden,Fugitive Emissions,All GHG,2007,0.05
Sweden,Fugitive Emissions,CH4,2007,0.05
Sweden,Fugitive Emissions,N2O,2007,0.0
Sweden,Industrial Processes,All GHG,2007,3.23
Sweden,Industrial Processes,CO2,2007,1.34
Sweden,Industrial Processes,CH4,2007,0.0
Sweden,Industrial Processes,N2O,2007,0.35
Sweden,Industrial Processes,F-Gas,2007,1.55
Sweden,Land-Use Change and Forestry,All GHG,2007,-11.26
Sweden,Land-Use Change and Forestry,CO2,2007,-11.26
Sweden,Land-Use Change and Forestry,CH4,2007,0.0
Sweden,Land-Use Change and Forestry,N2O,2007,0.0
Sweden,Manufacturing/Construction,All GHG,2007,10.22
Sweden,Manufacturing/Construction,CO2,2007,9.85
Sweden,Manufacturing/Construction,CH4,2007,0.14
Sweden,Manufacturing/Construction,N2O,2007,0.23
Sweden,Other Fuel Combustion,All GHG,2007,1.69
Sweden,Other Fuel Combustion,CO2,2007,1.66
Sweden,Other Fuel Combustion,CH4,2007,0.03
Sweden,Other Fuel Combustion,N2O,2007,0.01
Sweden,Total excluding LUCF,All GHG,2007,60.35
Sweden,Total excluding LUCF,CO2,2007,47.14
Sweden,Total excluding LUCF,CH4,2007,6.39
Sweden,Total excluding LUCF,N2O,2007,5.28
Sweden,Total excluding LUCF,F-Gas,2007,1.55
Sweden,Total including LUCF,All GHG,2007,49.09
Sweden,Total including LUCF,CO2,2007,35.88
Sweden,Total including LUCF,CH4,2007,6.39
Sweden,Total including LUCF,N2O,2007,5.28
Sweden,Total including LUCF,F-Gas,2007,1.55
Sweden,Transportation,All GHG,2007,21.86
Sweden,Transportation,CO2,2007,21.26
Sweden,Transportation,CH4,2007,0.13
Sweden,Transportation,N2O,2007,0.47
Sweden,Waste,All GHG,2007,2.24
Sweden,Waste,CH4,2007,2.03
Sweden,Waste,N2O,2007,0.21
Sweden,Agriculture,All GHG,2006,7.39
Sweden,Agriculture,CH4,2006,3.74
Sweden,Agriculture,N2O,2006,3.65
Sweden,Building,All GHG,2006,3.51
Sweden,Building,CO2,2006,3.26
Sweden,Building,CH4,2006,0.21
Sweden,Building,N2O,2006,0.04
Sweden,Bunker Fuels,All GHG,2006,8.71
Sweden,Bunker Fuels,CO2,2006,8.62
Sweden,Bunker Fuels,CH4,2006,0.02
Sweden,Bunker Fuels,N2O,2006,0.07
Sweden,Electricity/Heat,All GHG,2006,12.07
Sweden,Electricity/Heat,CO2,2006,11.7
Sweden,Electricity/Heat,CH4,2006,0.14
Sweden,Electricity/Heat,N2O,2006,0.23
Sweden,Energy,All GHG,2006,49.11
Sweden,Energy,CO2,2006,47.45
Sweden,Energy,CH4,2006,0.69
Sweden,Energy,N2O,2006,0.96
Sweden,Fugitive Emissions,All GHG,2006,0.05
Sweden,Fugitive Emissions,CH4,2006,0.05
Sweden,Fugitive Emissions,N2O,2006,0.0
Sweden,Industrial Processes,All GHG,2006,3.5
Sweden,Industrial Processes,CO2,2006,1.44
Sweden,Industrial Processes,CH4,2006,0.0
Sweden,Industrial Processes,N2O,2006,0.57
Sweden,Industrial Processes,F-Gas,2006,1.49
Sweden,Land-Use Change and Forestry,All GHG,2006,-11.29
Sweden,Land-Use Change and Forestry,CO2,2006,-11.29
Sweden,Land-Use Change and Forestry,CH4,2006,0.0
Sweden,Land-Use Change and Forestry,N2O,2006,0.0
Sweden,Manufacturing/Construction,All GHG,2006,10.18
Sweden,Manufacturing/Construction,CO2,2006,9.82
Sweden,Manufacturing/Construction,CH4,2006,0.13
Sweden,Manufacturing/Construction,N2O,2006,0.22
Sweden,Other Fuel Combustion,All GHG,2006,1.59
Sweden,Other Fuel Combustion,CO2,2006,1.56
Sweden,Other Fuel Combustion,CH4,2006,0.02
Sweden,Other Fuel Combustion,N2O,2006,0.01
Sweden,Total excluding LUCF,All GHG,2006,62.44
Sweden,Total excluding LUCF,CO2,2006,48.9
Sweden,Total excluding LUCF,CH4,2006,6.66
Sweden,Total excluding LUCF,N2O,2006,5.39
Sweden,Total excluding LUCF,F-Gas,2006,1.49
Sweden,Total including LUCF,All GHG,2006,51.15
Sweden,Total including LUCF,CO2,2006,37.61
Sweden,Total including LUCF,CH4,2006,6.66
Sweden,Total including LUCF,N2O,2006,5.39
Sweden,Total including LUCF,F-Gas,2006,1.49
Sweden,Transportation,All GHG,2006,21.71
Sweden,Transportation,CO2,2006,21.11
Sweden,Transportation,CH4,2006,0.13
Sweden,Transportation,N2O,2006,0.46
Sweden,Waste,All GHG,2006,2.44
Sweden,Waste,CH4,2006,2.23
Sweden,Waste,N2O,2006,0.21
Sweden,Agriculture,All GHG,2005,7.52
Sweden,Agriculture,CH4,2005,3.8
Sweden,Agriculture,N2O,2005,3.72
Sweden,Building,All GHG,2005,4.21
Sweden,Building,CO2,2005,3.94
Sweden,Building,CH4,2005,0.23
Sweden,Building,N2O,2005,0.04
Sweden,Bunker Fuels,All GHG,2005,8.15
Sweden,Bunker Fuels,CO2,2005,8.07
Sweden,Bunker Fuels,CH4,2005,0.01
Sweden,Bunker Fuels,N2O,2005,0.06
Sweden,Electricity/Heat,All GHG,2005,11.78
Sweden,Electricity/Heat,CO2,2005,11.43
Sweden,Electricity/Heat,CH4,2005,0.13
Sweden,Electricity/Heat,N2O,2005,0.22
Sweden,Energy,All GHG,2005,50.52
Sweden,Energy,CO2,2005,48.89
Sweden,Energy,CH4,2005,0.7
Sweden,Energy,N2O,2005,0.93
Sweden,Fugitive Emissions,All GHG,2005,0.05
Sweden,Fugitive Emissions,CH4,2005,0.05
Sweden,Fugitive Emissions,N2O,2005,0.01
Sweden,Industrial Processes,All GHG,2005,3.4
Sweden,Industrial Processes,CO2,2005,1.32
Sweden,Industrial Processes,CH4,2005,0.0
Sweden,Industrial Processes,N2O,2005,0.55
Sweden,Industrial Processes,F-Gas,2005,1.53
Sweden,Land-Use Change and Forestry,All GHG,2005,-11.32
Sweden,Land-Use Change and Forestry,CO2,2005,-11.32
Sweden,Land-Use Change and Forestry,CH4,2005,0.0
Sweden,Land-Use Change and Forestry,N2O,2005,0.0
Sweden,Manufacturing/Construction,All GHG,2005,11.09
Sweden,Manufacturing/Construction,CO2,2005,10.76
Sweden,Manufacturing/Construction,CH4,2005,0.12
Sweden,Manufacturing/Construction,N2O,2005,0.2
Sweden,Other Fuel Combustion,All GHG,2005,1.8
Sweden,Other Fuel Combustion,CO2,2005,1.77
Sweden,Other Fuel Combustion,CH4,2005,0.03
Sweden,Other Fuel Combustion,N2O,2005,0.01
Sweden,Total excluding LUCF,All GHG,2005,63.97
Sweden,Total excluding LUCF,CO2,2005,50.21
Sweden,Total excluding LUCF,CH4,2005,6.81
Sweden,Total excluding LUCF,N2O,2005,5.42
Sweden,Total excluding LUCF,F-Gas,2005,1.53
Sweden,Total including LUCF,All GHG,2005,52.64
Sweden,Total including LUCF,CO2,2005,38.88
Sweden,Total including LUCF,CH4,2005,6.81
Sweden,Total including LUCF,N2O,2005,5.42
Sweden,Total including LUCF,F-Gas,2005,1.53
Sweden,Transportation,All GHG,2005,21.58
Sweden,Transportation,CO2,2005,20.99
Sweden,Transportation,CH4,2005,0.14
Sweden,Transportation,N2O,2005,0.45
Sweden,Waste,All GHG,2005,2.53
Sweden,Waste,CH4,2005,2.32
Sweden,Waste,N2O,2005,0.21
Sweden,Agriculture,All GHG,2004,7.69
Sweden,Agriculture,CH4,2004,3.85
Sweden,Agriculture,N2O,2004,3.84
Sweden,Building,All GHG,2004,4.62
Sweden,Building,CO2,2004,4.37
Sweden,Building,CH4,2004,0.21
Sweden,Building,N2O,2004,0.04
Sweden,Bunker Fuels,All GHG,2004,8.01
Sweden,Bunker Fuels,CO2,2004,7.93
Sweden,Bunker Fuels,CH4,2004,0.01
Sweden,Bunker Fuels,N2O,2004,0.06
Sweden,Electricity/Heat,All GHG,2004,12.72
Sweden,Electricity/Heat,CO2,2004,12.38
Sweden,Electricity/Heat,CH4,2004,0.12
Sweden,Electricity/Heat,N2O,2004,0.21
Sweden,Energy,All GHG,2004,54.0
Sweden,Energy,CO2,2004,52.31
Sweden,Energy,CH4,2004,0.75
Sweden,Energy,N2O,2004,0.94
Sweden,Fugitive Emissions,All GHG,2004,0.05
Sweden,Fugitive Emissions,CH4,2004,0.05
Sweden,Fugitive Emissions,N2O,2004,0.0
Sweden,Industrial Processes,All GHG,2004,3.29
Sweden,Industrial Processes,CO2,2004,1.28
Sweden,Industrial Processes,CH4,2004,0.0
Sweden,Industrial Processes,N2O,2004,0.55
Sweden,Industrial Processes,F-Gas,2004,1.46
Sweden,Land-Use Change and Forestry,All GHG,2004,-11.42
Sweden,Land-Use Change and Forestry,CO2,2004,-11.42
Sweden,Land-Use Change and Forestry,CH4,2004,0.0
Sweden,Land-Use Change and Forestry,N2O,2004,0.0
Sweden,Manufacturing/Construction,All GHG,2004,12.6
Sweden,Manufacturing/Construction,CO2,2004,12.28
Sweden,Manufacturing/Construction,CH4,2004,0.12
Sweden,Manufacturing/Construction,N2O,2004,0.2
Sweden,Other Fuel Combustion,All GHG,2004,1.35
Sweden,Other Fuel Combustion,CO2,2004,1.23
Sweden,Other Fuel Combustion,CH4,2004,0.1
Sweden,Other Fuel Combustion,N2O,2004,0.02
Sweden,Total excluding LUCF,All GHG,2004,67.69
Sweden,Total excluding LUCF,CO2,2004,53.59
Sweden,Total excluding LUCF,CH4,2004,7.09
Sweden,Total excluding LUCF,N2O,2004,5.54
Sweden,Total excluding LUCF,F-Gas,2004,1.46
Sweden,Total including LUCF,All GHG,2004,56.26
Sweden,Total including LUCF,CO2,2004,42.17
Sweden,Total including LUCF,CH4,2004,7.09
Sweden,Total including LUCF,N2O,2004,5.54
Sweden,Total including LUCF,F-Gas,2004,1.46
Sweden,Transportation,All GHG,2004,22.65
Sweden,Transportation,CO2,2004,22.04
Sweden,Transportation,CH4,2004,0.14
Sweden,Transportation,N2O,2004,0.47
Sweden,Waste,All GHG,2004,2.7
Sweden,Waste,CH4,2004,2.49
Sweden,Waste,N2O,2004,0.21
Sweden,Agriculture,All GHG,2003,7.65
Sweden,Agriculture,CH4,2003,3.83
Sweden,Agriculture,N2O,2003,3.82
Sweden,Building,All GHG,2003,6.07
Sweden,Building,CO2,2003,5.82
Sweden,Building,CH4,2003,0.21
Sweden,Building,N2O,2003,0.04
Sweden,Bunker Fuels,All GHG,2003,6.74
Sweden,Bunker Fuels,CO2,2003,6.68
Sweden,Bunker Fuels,CH4,2003,0.01
Sweden,Bunker Fuels,N2O,2003,0.05
